match_id,team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_home_away,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground_city,ground,ground_country,match_date
ODI # 1396,England,Sri Lanka,227,99,7,10,away,away,England,128,runs,Day and night,Carlton & United Series,Mark Ealham,England,"Western Australia Cricket Association Ground, Perth",Sri Lanka,field first,,Perth,East Perth,Australia,29-01-1999
ODI # 1397,South Africa,West Indies,278,179,6,10,home,away,South Africa,99,runs,Day,West Indies tour of South Africa,Herschelle Gibbs,South Africa,"Crusaders Ground, St George's Park, Port Elizabeth",West Indies,field first,,Port Elizabeth,Port Elizabeth,South Africa,30-01-1999
ODI # 1398,Australia,Sri Lanka,274,229,7,10,home,away,Australia,45,runs,Day,Carlton & United Series,Ricky Ponting,Australia,"Western Australia Cricket Association Ground, Perth",Sri Lanka,field first,,Perth,East Perth,Australia,31-01-1999
ODI # 1399,South Africa,West Indies,221,132,8,10,home,away,South Africa,89,runs,Day and night,West Indies tour of South Africa,Lance Klusener,South Africa,"Newlands, Cape Town",South Africa,bat first,,Cape Town,Cape Town,South Africa,02-02-1999
ODI # 1400,Sri Lanka,England,181,170,7,9,away,away,Sri Lanka,11,runs,Day and night,Carlton & United Series,Thilan Samaraweera,Sri Lanka,Sydney Cricket Ground,England,field first,,Sydney,Moore Park,Australia,03-02-1999
ODI # 1401,England,Australia,210,211,8,6,away,home,Australia,4,wickets,Day and night,Carlton & United Series,Damien Martyn,Australia,Sydney Cricket Ground,England,bat first,18,Sydney,Moore Park,Australia,05-02-1999
ODI # 1402,South Africa,West Indies,273,159,10,10,home,away,South Africa,114,runs,Day,West Indies tour of South Africa,Hansie Cronje,South Africa,"Springbok Park, Bloemfontein",South Africa,bat first,,Bloemfontein,Bloemfontein,South Africa,05-02-1999
ODI # 1403,Australia,Sri Lanka,310,267,8,10,home,away,Australia,43,runs,Day,Carlton & United Series,Adam Gilchrist,Australia,Melbourne Cricket Ground,Australia,bat first,,Melbourne,Jolimont,Australia,07-02-1999
ODI # 1404,South Africa,West Indies,226,176,8,10,home,away,South Africa,50,runs,Day,West Indies tour of South Africa,Jacques Kallis,South Africa,SuperSport Centurion,South Africa,bat first,,Centurion,Centurion,South Africa,07-02-1999
ODI # 1405,Australia,England,232,222,8,10,home,away,Australia,10,runs,Day and night,Carlton & United Series,Michael Bevan,Australia,Sydney Cricket Ground,Australia,bat first,,Sydney,Moore Park,Australia,10-02-1999
ODI # 1406,Australia,England,272,110,5,10,home,away,Australia,162,runs,Day and night,Carlton & United Series,Darren Lehmann,Australia,Melbourne Cricket Ground,Australia,bat first,,Melbourne,Jolimont,Australia,13-02-1999
ODI # 1407,South Africa,New Zealand,211,215,10,7,away,home,New Zealand,3,wickets,Day and night,South Africa tour of New Zealand,Nathan Astle,New Zealand,"Carisbrook, Dunedin",New Zealand,field first,5,Dunedin,Dunedin,New Zealand,14-02-1999
ODI # 1408,New Zealand,South Africa,220,224,9,3,home,away,South Africa,7,wickets,Day and night,South Africa tour of New Zealand,Gary Kirsten,South Africa,"Jade Stadium, Christchurch",New Zealand,bat first,42,Christchurch,Christchurch,New Zealand,17-02-1999
ODI # 1409,South Africa,New Zealand,212,215,7,3,away,home,New Zealand,7,wickets,Day,South Africa tour of New Zealand,Nathan Astle,New Zealand,"Eden Park, Auckland",New Zealand,field first,41,Auckland,Auckland,New Zealand,20-02-1999
ODI # 1410,Pakistan,Bangladesh,293,141,7,10,away,home,Pakistan,152,runs,Day and night,Pakistan tour of Bangladesh,Inzamam-ul-Haq,Pakistan,"Bangabandhu National Stadium, Dhaka",Bangladesh,field first,,Dhaka,Dhaka,Bangladesh,16-03-1999
ODI # 1411,Pakistan,Sri Lanka,246,237,9,10,away,away,Pakistan,9,runs,Day,Pepsi Cup,Wasim Akram,Pakistan,"Keenan Stadium, Jamshedpur",Pakistan,bat first,,Jamshedpur,Jamshedpur,India,19-03-1999
ODI # 1412,Zimbabwe,Kenya,272,139,6,10,away,away,Zimbabwe,133,runs,Day and night,Meril International Cricket Tournament,Paul Strang,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,,Dhaka,Dhaka,Bangladesh,19-03-1999
ODI # 1413,Bangladesh,Kenya,213,215,10,2,home,away,Kenya,8,wickets,Day and night,Meril International Cricket Tournament,Steve Tikolo,Kenya,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,37,Dhaka,Dhaka,Bangladesh,20-03-1999
ODI # 1414,Zimbabwe,Bangladesh,310,184,6,10,away,home,Zimbabwe,126,runs,Day and night,Meril International Cricket Tournament,Andy Flower,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,,Dhaka,Dhaka,Bangladesh,21-03-1999
ODI # 1415,India,Sri Lanka,287,207,4,10,home,away,India,80,runs,Day,Pepsi Cup,Sourav Ganguly,India,"Vidarbha Cricket Association Ground, Nagpur",Sri Lanka,field first,,Nagpur,Nagpur,India,22-03-1999
ODI # 1416,Zimbabwe,Kenya,280,216,6,8,away,away,Zimbabwe,64,runs,Day and night,Meril International Cricket Tournament,Neil Johnson,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,,Dhaka,Dhaka,Bangladesh,23-03-1999
ODI # 1417,Pakistan,India,278,135,9,10,away,home,Pakistan,143,runs,Day,Pepsi Cup,Saeed Anwar,Pakistan,"Sawai Mansingh Stadium, Jaipur",Pakistan,bat first,,Jaipur,Jaipur,India,24-03-1999
ODI # 1418,Kenya,Bangladesh,231,158,10,10,away,home,Kenya,73,runs,Day and night,Meril International Cricket Tournament,Kennedy Otieno,Kenya,"Bangabandhu National Stadium, Dhaka",Kenya,bat first,,Dhaka,Dhaka,Bangladesh,24-03-1999
ODI # 1420,Bangladesh,Zimbabwe,257,261,5,7,home,away,Zimbabwe,3,wickets,Day and night,Meril International Cricket Tournament,Alistair Campbell,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,3,Dhaka,Dhaka,Bangladesh,25-03-1999
ODI # 1421,New Zealand,South Africa,191,194,10,8,home,away,South Africa,2,wickets,Day,South Africa tour of New Zealand,Lance Klusener,South Africa,"McLean Park, Napier",South Africa,field first,,Napier,Napier,New Zealand,26-03-1999
ODI # 1422,South Africa,New Zealand,290,147,5,10,away,home,South Africa,143,runs,Day and night,South Africa tour of New Zealand,Daryll Cullinan,South Africa,"Eden Park, Auckland",South Africa,bat first,,Auckland,Auckland,New Zealand,27-03-1999
ODI # 1423,Sri Lanka,Pakistan,253,241,8,10,away,away,Sri Lanka,12,runs,Day,Pepsi Cup,Mahela Jayawardene,Sri Lanka,"Indira Priyadarshini Stadium, Visakhapatnam",Sri Lanka,bat first,,Visakhapatnam,Visakhapatnam,India,27-03-1999
ODI # 1424,Zimbabwe,Kenya,325,123,6,10,away,away,Zimbabwe,202,runs,Day and night,Meril International Cricket Tournament,Grant Flower,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,,Dhaka,Dhaka,Bangladesh,27-03-1999
ODI # 1426,India,Sri Lanka,286,235,6,10,home,away,India,51,runs,Day,Pepsi Cup,Ajay Jadeja,India,"Nehru Stadium, Pune",Sri Lanka,field first,,Pune,Pune,India,30-03-1999
ODI # 1427,India,Pakistan,196,197,10,3,home,away,Pakistan,7,wickets,Day and night,Pepsi Cup,Ijaz Ahmed,Pakistan,"Punjab Cricket Association Stadium, Mohali, Chandigarh",India,bat first,30,Mohali,Mohali,India,01-04-1999
ODI # 1428,Pakistan,India,291,168,8,10,away,home,Pakistan,123,runs,Day and night,Pepsi Cup,Azhar Mahmood,Pakistan,"M Chinnaswamy Stadium, Bangalore",Pakistan,bat first,,Bengaluru,Bengaluru,India,04-04-1999
ODI # 1429,Pakistan,England,323,233,5,10,away,away,Pakistan,90,runs,Day and night,Coca-Cola Cup,Ijaz Ahmed,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,,Sharjah,Sharjah,United Arab Emirates,07-04-1999
ODI # 1430,Pakistan,India,279,163,8,6,away,away,Pakistan,116,runs,Day and night,Coca-Cola Cup,Inzamam-ul-Haq,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,,Sharjah,Sharjah,United Arab Emirates,08-04-1999
ODI # 1431,India,England,222,202,5,10,away,away,India,20,runs,Day and night,Coca-Cola Cup,Ajay Jadeja,India,Sharjah Cricket Association Stadium,India,bat first,,Sharjah,Sharjah,United Arab Emirates,09-04-1999
ODI # 1432,India,England,239,230,6,10,away,away,India,9,runs,Day and night,Coca-Cola Cup,Venkatesh Prasad,India,Sharjah Cricket Association Stadium,India,bat first,,Sharjah,Sharjah,United Arab Emirates,11-04-1999
ODI # 1433,West Indies,Australia,209,165,10,10,home,away,West Indies,44,runs,Day,Australia tour of West Indies,Hendy Bryan,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",Australia,field first,,Kingstown,Arnos Vale,West Indies,11-04-1999
ODI # 1434,England,Pakistan,206,144,10,10,away,away,England,62,runs,Day and night,Coca-Cola Cup,Mark Ealham,England,Sharjah Cricket Association Stadium,England,bat first,,Sharjah,Sharjah,United Arab Emirates,12-04-1999
ODI # 1435,Pakistan,India,205,206,9,4,away,away,India,6,wickets,Day and night,Coca-Cola Cup,Sadagoppan Ramesh,India,Sharjah Cricket Association Stadium,Pakistan,bat first,11,Sharjah,Sharjah,United Arab Emirates,13-04-1999
ODI # 1436,Australia,West Indies,288,242,4,10,away,away,Australia,46,runs,Day,Australia tour of West Indies,Darren Lehmann,Australia,"Queen's Park (New), St George's, Grenada",Australia,bat first,,St George's,St George's,Grenada,14-04-1999
ODI # 1437,India,Pakistan,125,129,10,2,away,away,Pakistan,8,wickets,Day and night,Coca-Cola Cup,Wasim Akram,Pakistan,Sharjah Cricket Association Stadium,India,bat first,132,Sharjah,Sharjah,United Arab Emirates,16-04-1999
ODI # 1438,Australia,West Indies,242,244,7,5,away,home,West Indies,5,wickets,Day,Australia tour of West Indies,Jimmy Adams,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Australia,bat first,6,Port of Spain,Port of Spain,West Indies,17-04-1999
ODI # 1439,Australia,West Indies,189,169,9,10,away,home,Australia,20,runs,Day,Australia tour of West Indies,Shane Warne,Australia,"Queen's Park Oval, Port of Spain, Trinidad",Australia,bat first,,Port of Spain,Port of Spain,West Indies,18-04-1999
ODI # 1440,West Indies,Australia,173,173,5,7,away,away,Match tied,,,Day,Australia tour of West Indies,Steve Waugh,Australia,"Bourda, Georgetown, Guyana",Australia,field first,,Georgetown,Georgetown,Guyana,21-04-1999
ODI # 1441,West Indies,Australia,249,253,8,6,home,away,Australia,4,wickets,Day,Australia tour of West Indies,Adam Gilchrist,Australia,"Kensington Oval, Bridgetown, Barbados",West Indies,bat first,9,Bridgetown,Bridgetown,West Indies,24-04-1999
ODI # 1442,Australia,West Indies,252,197,9,2,away,home,West Indies,8,wickets,Day,Australia tour of West Indies,Sherwin Campbell,West Indies,"Kensington Oval, Bridgetown, Barbados",Australia,bat first,18,Bridgetown,Bridgetown,West Indies,25-04-1999
ODI # 1443,Sri Lanka,England,204,207,10,2,away,home,England,8,wickets,Day,ICC World Cup,Alec Stewart,England,"Lord's, London",England,field first,19,Lord's,St John's Wood Road,England,14-05-1999
ODI # 1444,India,South Africa,253,254,5,6,away,away,South Africa,4,wickets,Day,ICC World Cup,Jacques Kallis,South Africa,"New County Ground, Hove, Brighton",India,bat first,16,Hove,Hove,England,15-05-1999
ODI # 1445,Kenya,Zimbabwe,229,231,7,5,away,away,Zimbabwe,5,wickets,Day,ICC World Cup,Neil Johnson,Zimbabwe,"County Ground, Taunton",Zimbabwe,field first,54,Taunton,St James Street,England,15-05-1999
ODI # 1446,Scotland,Australia,181,182,7,4,away,away,Australia,6,wickets,Day,ICC World Cup,Mark Waugh,Australia,"County Ground, New Road, Worcester",Australia,field first,31,Worcester,New Road,England,16-05-1999
ODI # 1447,Pakistan,West Indies,229,202,8,10,away,away,Pakistan,27,runs,Day,ICC World Cup,Azhar Mahmood,Pakistan,"County Ground, Bristol",Pakistan,bat first,,Bristol,Bishopston,England,16-05-1999
ODI # 1448,Bangladesh,New Zealand,116,117,10,4,away,away,New Zealand,6,wickets,Day,ICC World Cup,Gavin Larsen,New Zealand,"County Ground, Chelmsford",New Zealand,field first,102,Chelmsford,New Writtle Street,England,17-05-1999
ODI # 1449,Kenya,England,203,204,10,1,away,home,England,9,wickets,Day,ICC World Cup,Steve Tikolo,Kenya,"St Lawrence Ground, Canterbury",England,field first,66,Canterbury,Canterbury,England,18-05-1999
ODI # 1450,Zimbabwe,India,252,249,9,10,away,away,Zimbabwe,3,runs,Day,ICC World Cup,Grant Flower,Zimbabwe,"Grace Road, Leicester",India,field first,,Leicester,Leicester,England,19-05-1999
ODI # 1451,South Africa,Sri Lanka,199,110,9,10,away,away,South Africa,89,runs,Day,ICC World Cup,Lance Klusener,South Africa,"County Ground, Northampton",Sri Lanka,field first,,Northampton,Wantage Road,England,19-05-1999
ODI # 1452,Australia,New Zealand,213,214,8,5,away,away,New Zealand,5,wickets,Day,ICC World Cup,Roger Twose,New Zealand,"Sophia Gardens, Cardiff",Australia,bat first,28,Cardiff,Cardiff,Wales,20-05-1999
ODI # 1453,Pakistan,Scotland,261,167,6,10,away,away,Pakistan,94,runs,Day,ICC World Cup,Mohammad Yousuf,Pakistan,"Riverside Ground, Chester-le-Street",Scotland,field first,,Chester-le-Street,Chester-le-Street,England,20-05-1999
ODI # 1454,Bangladesh,West Indies,182,183,10,3,away,away,West Indies,7,wickets,Day,ICC World Cup,Courtney Walsh,West Indies,"Clontarf Cricket Club Ground, Dublin",Bangladesh,bat first,21,Dublin,Clontarf,Ireland,21-05-1999
ODI # 1455,South Africa,England,225,103,7,10,away,home,South Africa,122,runs,Day,ICC World Cup,Lance Klusener,South Africa,"Kennington Oval, London",England,field first,,The Oval,London,England,22-05-1999
ODI # 1456,Zimbabwe,Sri Lanka,197,198,9,6,away,away,Sri Lanka,4,wickets,Day,ICC World Cup,Marvan Atapattu,Sri Lanka,"County Ground, New Road, Worcester",Sri Lanka,field first,24,Worcester,New Road,England,22-05-1999
ODI # 1457,India,Kenya,329,235,2,7,away,away,India,94,runs,Day,ICC World Cup,Sachin Tendulkar,India,"County Ground, Bristol",Kenya,field first,,Bristol,Bishopston,England,23-05-1999
ODI # 1458,Pakistan,Australia,275,265,8,10,away,away,Pakistan,10,runs,Day,ICC World Cup,Inzamam-ul-Haq,Pakistan,"Headingley, Leeds",Australia,field first,,Leeds,Leeds,England,23-05-1999
ODI # 1459,Bangladesh,Scotland,185,163,9,10,away,away,Bangladesh,22,runs,Day,ICC World Cup,Minhajul Abedin,Bangladesh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",Scotland,field first,,Edinburgh,Edinburgh,Midlothian,24-05-1999
ODI # 1460,New Zealand,West Indies,156,158,10,3,away,away,West Indies,7,wickets,Day,ICC World Cup,Ridley Jacobs,West Indies,"County Ground, Southampton",West Indies,field first,34,Southampton,Northlands Road,England,24-05-1999
ODI # 1461,Zimbabwe,England,167,168,8,3,away,home,England,7,wickets,Day,ICC World Cup,Alan Mullally,England,"Trent Bridge, Nottingham",England,field first,69,Nottingham,Nottingham,England,25-05-1999
ODI # 1462,Kenya,South Africa,152,153,10,3,away,away,South Africa,7,wickets,Day,ICC World Cup,Lance Klusener,South Africa,"VRA Ground, Amstelveen",South Africa,field first,54,Amstelveen,Amstelveen,Netherlands,26-05-1999
ODI # 1463,India,Sri Lanka,373,216,6,10,away,away,India,157,runs,Day,ICC World Cup,Sourav Ganguly,India,"County Ground, Taunton",Sri Lanka,field first,,Taunton,St James Street,England,26-05-1999
ODI # 1464,Bangladesh,Australia,178,181,7,3,away,away,Australia,7,wickets,Day,ICC World Cup,Tom Moody,Australia,"Riverside Ground, Chester-le-Street",Australia,field first,181,Chester-le-Street,Chester-le-Street,England,27-05-1999
ODI # 1465,Scotland,West Indies,68,70,10,2,away,away,West Indies,8,wickets,Day,ICC World Cup,Courtney Walsh,West Indies,"Grace Road, Leicester",Scotland,bat first,239,Leicester,Leicester,England,27-05-1999
ODI # 1466,Pakistan,New Zealand,269,207,8,8,away,away,Pakistan,62,runs,Day,ICC World Cup,Inzamam-ul-Haq,Pakistan,"County Ground, Derby",New Zealand,field first,,Derby,Nottingham Road,England,28-05-1999
ODI # 1468,Zimbabwe,South Africa,233,185,6,10,away,away,Zimbabwe,48,runs,Day,ICC World Cup,Neil Johnson,Zimbabwe,"County Ground, Chelmsford",Zimbabwe,bat first,,Chelmsford,New Writtle Street,England,29-05-1999
ODI # 1469,Sri Lanka,Kenya,275,230,8,6,away,away,Sri Lanka,45,runs,Day,ICC World Cup,Maurice Odumbe,Kenya,"County Ground, Southampton",Kenya,field first,,Southampton,Northlands Road,England,30-05-1999
ODI # 1470,West Indies,Australia,110,111,10,4,away,away,Australia,6,wickets,Day,ICC World Cup,Glenn McGrath,Australia,"Old Trafford, Manchester",Australia,field first,56,Manchester,Stretford,England,30-05-1999
ODI # 1471,Bangladesh,Pakistan,223,161,9,10,away,away,Bangladesh,62,runs,Day,ICC World Cup,Khaled Mahmud,Bangladesh,"County Ground, Northampton",Pakistan,field first,,Northampton,Wantage Road,England,31-05-1999
ODI # 1472,Scotland,New Zealand,121,123,10,4,away,away,New Zealand,6,wickets,Day,ICC World Cup,Geoff Allott,New Zealand,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",New Zealand,field first,193,Edinburgh,Edinburgh,Midlothian,31-05-1999
ODI # 1473,Australia,India,282,205,6,10,away,away,Australia,77,runs,Day,ICC World Cup,Glenn McGrath,Australia,"Kennington Oval, London",India,field first,,The Oval,London,England,04-06-1999
ODI # 1474,Pakistan,South Africa,220,221,7,7,away,away,South Africa,3,wickets,Day,ICC World Cup,Lance Klusener,South Africa,"Trent Bridge, Nottingham",Pakistan,bat first,6,Nottingham,Nottingham,England,05-06-1999
ODI # 1476,India,Pakistan,227,180,6,10,away,away,India,47,runs,Day,ICC World Cup,Venkatesh Prasad,India,"Old Trafford, Manchester",India,bat first,,Manchester,Stretford,England,08-06-1999
ODI # 1477,Australia,Zimbabwe,303,259,4,6,away,away,Australia,44,runs,Day,ICC World Cup,Neil Johnson,Zimbabwe,"Lord's, London",Zimbabwe,field first,,Lord's,St John's Wood Road,England,09-06-1999
ODI # 1478,South Africa,New Zealand,287,213,5,8,away,away,South Africa,74,runs,Day,ICC World Cup,Jacques Kallis,South Africa,"Edgbaston, Birmingham",South Africa,bat first,,Birmingham,Birmingham,England,10-06-1999
ODI # 1479,Pakistan,Zimbabwe,271,123,9,10,away,away,Pakistan,148,runs,Day,ICC World Cup,Saeed Anwar,Pakistan,"Kennington Oval, London",Pakistan,bat first,,The Oval,London,England,11-06-1999
ODI # 1480,India,New Zealand,251,253,6,5,away,away,New Zealand,5,wickets,Day,ICC World Cup,Roger Twose,New Zealand,"Trent Bridge, Nottingham",India,bat first,10,Nottingham,Nottingham,England,12-06-1999
ODI # 1481,South Africa,Australia,271,272,7,5,away,away,Australia,5,wickets,Day,ICC World Cup,Steve Waugh,Australia,"Headingley, Leeds",South Africa,bat first,2,Leeds,Leeds,England,13-06-1999
ODI # 1482,New Zealand,Pakistan,241,242,7,1,away,away,Pakistan,9,wickets,Day,ICC World Cup,Shoaib Akhtar,Pakistan,"Old Trafford, Manchester",New Zealand,bat first,15,Manchester,Stretford,England,16-06-1999
ODI # 1483,Australia,South Africa,213,213,10,10,away,away,Match tied,,,Day,ICC World Cup,Shane Warne,Australia,"Edgbaston, Birmingham",South Africa,field first,,Birmingham,Birmingham,England,17-06-1999
ODI # 1484,Pakistan,Australia,132,133,10,2,away,away,Australia,8,wickets,Day,ICC World Cup,Shane Warne,Australia,"Lord's, London",Pakistan,bat first,179,Lord's,St John's Wood Road,England,20-06-1999
ODI # 1486,India,Australia,151,159,7,2,away,away,Australia,8,wickets,Day,Aiwa Cup,Andrew Symonds,Australia,Galle International Stadium,India,bat first,53,Galle,Galle,Sri Lanka,23-08-1999
ODI # 1487,India,Sri Lanka,205,206,8,3,away,home,Sri Lanka,7,wickets,Day and night,Aiwa Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",India,bat first,20,Colombo (RPS),Khettarama,Sri Lanka,25-08-1999
ODI # 1488,Australia,Sri Lanka,241,214,9,10,away,home,Australia,27,runs,Day and night,Aiwa Cup,Mark Waugh,Australia,"R Premadasa Stadium, Colombo",Australia,bat first,,Colombo (RPS),Khettarama,Sri Lanka,26-08-1999
ODI # 1489,Australia,India,252,211,8,10,away,away,Australia,41,runs,Day,Aiwa Cup,Adam Gilchrist,Australia,"Sinhalese Sports Club Ground, Colombo",India,field first,,Colombo (SSC),Colombo,Sri Lanka,28-08-1999
ODI # 1491,Australia,Sri Lanka,202,208,10,2,away,home,Sri Lanka,8,wickets,Day and night,Aiwa Cup,Romesh Kaluwitharana,Sri Lanka,"R Premadasa Stadium, Colombo",Australia,bat first,63,Colombo (RPS),Khettarama,Sri Lanka,31-08-1999
ODI # 1492,Zimbabwe,West Indies,244,247,9,4,away,away,West Indies,6,wickets,Day,Coca-Cola Singapore Challenge,Ridley Jacobs,West Indies,"Kallang Ground, Singapore",Zimbabwe,bat first,38,Singapore,Padang,Singapore,02-09-1999
ODI # 1493,India,Zimbabwe,245,130,6,8,away,away,India,115,runs,Day,Coca-Cola Singapore Challenge,Sachin Tendulkar,India,"Kallang Ground, Singapore",Zimbabwe,field first,,Singapore,Padang,Singapore,04-09-1999
ODI # 1494,West Indies,India,196,154,7,8,away,away,West Indies,42,runs,Day,Coca-Cola Singapore Challenge,Brian Lara,West Indies,"Kallang Ground, Singapore",West Indies,bat first,,Singapore,Padang,Singapore,05-09-1999
ODI # 1496,India,West Indies,254,255,6,6,away,away,West Indies,4,wickets,Day,Coca-Cola Singapore Challenge,Ricardo Powell,West Indies,"Kallang Ground, Singapore",West Indies,field first,14,Singapore,Padang,Singapore,08-09-1999
ODI # 1497,West Indies,India,163,165,10,2,away,away,India,8,wickets,Day,West Indies tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",India,field first,75,Toronto,Toronto,Canada,11-09-1999
ODI # 1498,West Indies,India,190,120,6,10,away,away,West Indies,70,runs,Day,West Indies tour of Canada,Sherwin Campbell,West Indies,"Toronto Cricket, Skating and Curling Club",West Indies,bat first,,Toronto,Toronto,Canada,12-09-1999
ODI # 1499,India,West Indies,225,137,7,10,away,away,India,88,runs,Day,West Indies tour of Canada,Rahul Dravid,India,"Toronto Cricket, Skating and Curling Club",West Indies,field first,,Toronto,Toronto,Canada,14-09-1999
ODI # 1500,Pakistan,West Indies,230,215,6,9,away,away,Pakistan,15,runs,Day,Pakistan tour of Canada,Saeed Anwar,Pakistan,"Toronto Cricket, Skating and Curling Club",Pakistan,bat first,,Toronto,Toronto,Canada,16-09-1999
ODI # 1501,Pakistan,West Indies,222,180,5,10,away,away,Pakistan,42,runs,Day,Pakistan tour of Canada,Mohammad Yousuf,Pakistan,"Toronto Cricket, Skating and Curling Club",Pakistan,bat first,,Toronto,Toronto,Canada,18-09-1999
ODI # 1502,West Indies,Pakistan,161,162,10,3,away,away,Pakistan,7,wickets,Day,Pakistan tour of Canada,Abdul Razzaq,Pakistan,"Toronto Cricket, Skating and Curling Club",West Indies,bat first,62,Toronto,Toronto,Canada,19-09-1999
ODI # 1503,Kenya,Zimbabwe,199,200,8,7,home,away,Zimbabwe,3,wickets,Day,LG Cup,Murray Goodwin,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,field first,4,Nairobi (Gym),Nairobi,Kenya,25-09-1999
ODI # 1504,South Africa,India,117,120,10,2,away,away,India,8,wickets,Day,LG Cup,Sunil Joshi,India,"Gymkhana Club Ground, Nairobi",South Africa,bat first,164,Nairobi (Gym),Nairobi,Kenya,26-09-1999
ODI # 1505,Zimbabwe,South Africa,216,217,10,1,away,away,South Africa,9,wickets,Day,LG Cup,Lance Klusener,South Africa,"Gymkhana Club Ground, Nairobi",South Africa,field first,90,Nairobi (Gym),Nairobi,Kenya,28-09-1999
ODI # 1506,India,Kenya,220,162,7,10,away,home,India,58,runs,Day,LG Cup,Vijay Bharadwaj,India,"Gymkhana Club Ground, Nairobi",Kenya,field first,,Nairobi (Gym),Nairobi,Kenya,29-09-1999
