match_id,team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_home_away,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ball_remaining,ground_city,ground,ground_country,match_date
ODI # 1680,Sri Lanka,New Zealand,213,152,8,10,away,home,Sri Lanka,61,runs,Day and night,Sri Lanka tour of New Zealand,Muthiah Muralidaran,Sri Lanka,"McLean Park, Napier",Sri Lanka,bat first,,Napier,Napier,New Zealand,31-01-2001
ODI # 1681,West Indies,Zimbabwe,178,134,10,10,away,away,West Indies,44,runs,Day and night,Carlton Series,Brian Lara,West Indies,"Western Australia Cricket Association Ground, Perth",West Indies,bat first,,Perth,East Perth,Australia,02-02-2001
ODI # 1682,New Zealand,Sri Lanka,205,209,8,7,home,away,Sri Lanka,3,wickets,Day and night,Sri Lanka tour of New Zealand,Russel Arnold,Sri Lanka,"WestpacTrust Stadium, Wellington",New Zealand,bat first,3,Wellington,Wellington,New Zealand,03-02-2001
ODI # 1683,Australia,Zimbabwe,302,301,5,6,home,away,Australia,1,run,Day,Carlton Series,Damien Martyn,Australia,"Western Australia Cricket Association Ground, Perth",Australia,bat first,,Perth,East Perth,Australia,04-02-2001
ODI # 1684,New Zealand,Sri Lanka,181,182,10,1,home,away,Sri Lanka,9,wickets,Day,Sri Lanka tour of New Zealand,Sanath Jayasuriya,Sri Lanka,"Eden Park, Auckland",Sri Lanka,field first,103,Auckland,Auckland,New Zealand,06-02-2001
ODI # 1685,Australia,West Indies,253,119,9,10,home,away,Australia,134,runs,Day and night,Carlton Series,Ian Harvey,Australia,Sydney Cricket Ground,West Indies,field first,,Sydney,Moore Park,Australia,07-02-2001
ODI # 1687,Australia,West Indies,338,299,6,10,home,away,Australia,39,runs,Day and night,Carlton Series,Mark Waugh,Australia,Melbourne Cricket Ground,West Indies,field first,,Melbourne,Jolimont,Australia,09-02-2001
ODI # 1688,New Zealand,Sri Lanka,282,269,6,10,home,away,New Zealand,13,runs,Day,Sri Lanka tour of New Zealand,Jacob Oram,New Zealand,"Jade Stadium, Christchurch",Sri Lanka,field first,,Christchurch,Christchurch,New Zealand,11-02-2001
ODI # 1690,Pakistan,New Zealand,135,136,10,4,away,home,New Zealand,6,wickets,Day and night,Pakistan tour of New Zealand,Daryl Tuffey,New Zealand,"McLean Park, Napier",New Zealand,field first,117,Napier,Napier,New Zealand,20-02-2001
ODI # 1691,Pakistan,New Zealand,243,215,9,10,away,home,Pakistan,28,runs,Day and night,Pakistan tour of New Zealand,Saqlain Mushtaq,Pakistan,"WestpacTrust Stadium, Wellington",New Zealand,field first,,Wellington,Wellington,New Zealand,22-02-2001
ODI # 1692,New Zealand,Pakistan,284,146,5,10,home,away,New Zealand,138,runs,Day,Pakistan tour of New Zealand,Craig McMillan,New Zealand,"Jade Stadium, Christchurch",Pakistan,field first,,Christchurch,Christchurch,New Zealand,25-02-2001
ODI # 1693,Pakistan,New Zealand,285,290,10,6,away,home,New Zealand,4,wickets,Day and night,Pakistan tour of New Zealand,Nathan Astle,New Zealand,"Carisbrook, Dunedin",Pakistan,bat first,11,Dunedin,Dunedin,New Zealand,28-02-2001
ODI # 1694,England,Sri Lanka,143,144,10,5,away,home,Sri Lanka,5,wickets,Day,England tour of Sri Lanka,Muthiah Muralidaran,Sri Lanka,Rangiri Dambulla International Stadium,England,bat first,55,Dambulla,Dambulla,Sri Lanka,23-03-2001
ODI # 1695,Sri Lanka,England,226,160,6,10,home,away,Sri Lanka,66,runs,Day and night,England tour of Sri Lanka,Mahela Jayawardene,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,,Colombo (RPS),Khettarama,Sri Lanka,25-03-2001
ODI # 1696,India,Australia,315,255,10,10,home,away,India,60,runs,Day and night,Australia tour of India,Virender Sehwag,India,"M Chinnaswamy Stadium, Bangalore",India,bat first,,Bengaluru,Bengaluru,India,25-03-2001
ODI # 1697,England,Sri Lanka,165,166,9,0,away,home,Sri Lanka,10,wickets,Day,England tour of Sri Lanka,Romesh Kaluwitharana,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,field first,97,Colombo (SSC),Colombo,Sri Lanka,27-03-2001
ODI # 1698,India,Australia,248,249,9,2,home,away,Australia,8,wickets,Day,Australia tour of India,Mark Waugh,Australia,"Nehru Stadium, Pune",India,bat first,29,Pune,Pune,India,28-03-2001
ODI # 1699,India,Australia,299,181,8,10,home,away,India,118,runs,Day,Australia tour of India,Sachin Tendulkar,India,"Nehru Stadium, Indore",Australia,field first,,Indore,Indore,India,31-03-2001
ODI # 1700,Australia,India,338,245,4,10,away,home,Australia,93,runs,Day,Australia tour of India,Matthew Hayden,Australia,"Indira Priyadarshini Stadium, Visakhapatnam",Australia,bat first,,Visakhapatnam,Visakhapatnam,India,03-04-2001
ODI # 1701,India,Australia,265,269,6,6,home,away,Australia,4,wickets,Day,Australia tour of India,Michael Bevan,Australia,"Nehru Stadium, Fatorda, Margao",India,bat first,12,Margao,Margao,India,06-04-2001
ODI # 1702,Bangladesh,Zimbabwe,151,155,8,3,away,home,Zimbabwe,7,wickets,Day,Bangladesh tour of Zimbabwe,Bryan Strang,Zimbabwe,Harare Sports Club,Bangladesh,bat first,41,Harare,Harare,Zimbabwe,07-04-2001
ODI # 1703,Zimbabwe,Bangladesh,230,103,7,10,home,away,Zimbabwe,127,runs,Day,Bangladesh tour of Zimbabwe,Alistair Campbell,Zimbabwe,Harare Sports Club,Bangladesh,field first,,Harare,Harare,Zimbabwe,08-04-2001
ODI # 1704,Pakistan,Sri Lanka,255,239,9,10,away,away,Pakistan,16,runs,Day and night,ARY Gold Cup,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,,Sharjah,Sharjah,United Arab Emirates,08-04-2001
ODI # 1705,Sri Lanka,New Zealand,269,163,9,10,away,away,Sri Lanka,106,runs,Day and night,ARY Gold Cup,Mahela Jayawardene,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,,Sharjah,Sharjah,United Arab Emirates,10-04-2001
ODI # 1706,Zimbabwe,Bangladesh,308,272,4,8,home,away,Zimbabwe,36,runs,Day,Bangladesh tour of Zimbabwe,Grant Flower,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,,Bulawayo,Bulawayo,Zimbabwe,11-04-2001
ODI # 1707,New Zealand,Pakistan,266,270,7,2,away,away,Pakistan,8,wickets,Day and night,ARY Gold Cup,Shahid Afridi,Pakistan,Sharjah Cricket Association Stadium,New Zealand,bat first,47,Sharjah,Sharjah,United Arab Emirates,12-04-2001
ODI # 1708,Pakistan,Sri Lanka,278,250,9,8,away,away,Pakistan,28,runs,Day and night,ARY Gold Cup,Saeed Anwar,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,,Sharjah,Sharjah,United Arab Emirates,13-04-2001
ODI # 1709,New Zealand,Pakistan,127,131,10,3,away,away,Pakistan,7,wickets,Day and night,ARY Gold Cup,Saqlain Mushtaq,Pakistan,Sharjah Cricket Association Stadium,New Zealand,bat first,148,Sharjah,Sharjah,United Arab Emirates,15-04-2001
ODI # 1710,New Zealand,Sri Lanka,248,169,6,8,away,away,New Zealand,79,runs,Day and night,ARY Gold Cup,Mathew Sinclair,New Zealand,Sharjah Cricket Association Stadium,Sri Lanka,field first,,Sharjah,Sharjah,United Arab Emirates,17-04-2001
ODI # 1711,Sri Lanka,Pakistan,297,220,7,10,away,away,Sri Lanka,77,runs,Day and night,ARY Gold Cup,Marvan Atapattu,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,,Sharjah,Sharjah,United Arab Emirates,20-04-2001
ODI # 1712,South Africa,West Indies,200,202,10,7,away,home,West Indies,3,wickets,Day,South Africa tour of West Indies,Neil McGarrell,West Indies,"Sabina Park, Kingston, Jamaica",West Indies,field first,,Kingston,Kingston,West Indies,28-04-2001
ODI # 1713,West Indies,South Africa,220,221,8,2,home,away,South Africa,8,wickets,Day,South Africa tour of West Indies,Herschelle Gibbs,South Africa,"Antigua Recreation Ground, St John's, Antigua",South Africa,field first,25,St John's,St John's,West Indies,02-05-2001
ODI # 1714,South Africa,West Indies,287,155,4,10,away,away,South Africa,132,runs,Day,South Africa tour of West Indies,Jacques Kallis,South Africa,"Queen's Park (New), St George's, Grenada",West Indies,field first,,St George's,St George's,Grenada,05-05-2001
ODI # 1715,West Indies,South Africa,200,201,10,2,away,away,South Africa,8,wickets,Day,South Africa tour of West Indies,Allan Donald,South Africa,"Queen's Park (New), St George's, Grenada",South Africa,field first,23,St George's,St George's,Grenada,06-05-2001
ODI # 1716,West Indies,South Africa,199,202,10,3,home,away,South Africa,7,wickets,Day,South Africa tour of West Indies,Herschelle Gibbs,South Africa,"Kensington Oval, Bridgetown, Barbados",South Africa,field first,50,Bridgetown,Bridgetown,West Indies,09-05-2001
ODI # 1717,South Africa,West Indies,190,137,10,10,away,home,South Africa,53,runs,Day,South Africa tour of West Indies,Neil McKenzie,South Africa,"Queen's Park Oval, Port of Spain, Trinidad",West Indies,field first,,Port of Spain,Port of Spain,West Indies,12-05-2001
ODI # 1718,South Africa,West Indies,163,164,7,4,away,home,West Indies,6,wickets,Day,South Africa tour of West Indies,Cameron Cuffy,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",South Africa,bat first,34,Kingstown,Arnos Vale,West Indies,16-05-2001
ODI # 1719,Pakistan,England,273,165,6,10,away,home,Pakistan,108,runs,Day and night,NatWest Series,Saeed Anwar,Pakistan,"Edgbaston, Birmingham",Pakistan,bat first,,Birmingham,Birmingham,England,07-06-2001
ODI # 1720,Pakistan,Australia,257,258,10,3,away,away,Australia,7,wickets,Day,NatWest Series,Ricky Ponting,Australia,"Sophia Gardens, Cardiff",Pakistan,bat first,26,Cardiff,Cardiff,Wales,09-06-2001
ODI # 1721,England,Australia,268,272,4,5,home,away,Australia,5,wickets,Day,NatWest Series,Ricky Ponting,Australia,"The Royal & Sun Alliance County Ground, Bristol",England,bat first,3,Bristol,Bishopston,England,10-06-2001
ODI # 1722,Pakistan,England,242,240,8,10,away,home,Pakistan,2,runs,Day,NatWest Series,Marcus Trescothick,England,"Lord's, London",England,field first,,Lord's,St John's Wood Road,England,12-06-2001
ODI # 1725,Pakistan,Australia,290,254,9,10,away,away,Pakistan,36,runs,Day and night,NatWest Series,Waqar Younis,Pakistan,"Trent Bridge, Nottingham",Pakistan,bat first,,Nottingham,Nottingham,England,19-06-2001
ODI # 1726,England,Australia,176,177,10,2,home,away,Australia,8,wickets,Day,NatWest Series,Ricky Ponting,Australia,"Kennington Oval, London",England,bat first,119,The Oval,London,England,21-06-2001
ODI # 1727,West Indies,Zimbabwe,266,239,5,9,away,home,West Indies,27,runs,Day,Coca-Cola Cup (Zimbabwe),Cameron Cuffy,West Indies,Harare Sports Club,Zimbabwe,field first,,Harare,Harare,Zimbabwe,23-06-2001
ODI # 1728,Pakistan,Australia,152,156,10,1,away,away,Australia,9,wickets,Day,NatWest Series,Adam Gilchrist,Australia,"Lord's, London",Pakistan,bat first,141,Lord's,St John's Wood Road,England,23-06-2001
ODI # 1729,Zimbabwe,India,133,137,10,1,home,away,India,9,wickets,Day,Coca-Cola Cup (Zimbabwe),Sachin Tendulkar,India,Harare Sports Club,India,field first,142,Harare,Harare,Zimbabwe,24-06-2001
ODI # 1730,Zimbabwe,India,234,237,6,6,home,away,India,4,wickets,Day,Coca-Cola Cup (Zimbabwe),Rahul Dravid,India,"Queens Sports Club, Bulawayo",India,field first,4,Bulawayo,Bulawayo,Zimbabwe,27-06-2001
ODI # 1731,West Indies,India,169,170,7,4,away,away,India,6,wickets,Day,Coca-Cola Cup (Zimbabwe),Sachin Tendulkar,India,"Queens Sports Club, Bulawayo",India,field first,37,Bulawayo,Bulawayo,Zimbabwe,30-06-2001
ODI # 1732,Zimbabwe,West Indies,255,258,5,5,home,away,West Indies,5,wickets,Day,Coca-Cola Cup (Zimbabwe),Grant Flower,Zimbabwe,"Queens Sports Club, Bulawayo",West Indies,field first,1,Bulawayo,Bulawayo,Zimbabwe,01-07-2001
ODI # 1733,West Indies,India,229,230,5,4,away,away,India,6,wickets,Day,Coca-Cola Cup (Zimbabwe),Sachin Tendulkar,India,Harare Sports Club,India,field first,11,Harare,Harare,Zimbabwe,04-07-2001
ODI # 1734,West Indies,India,290,274,6,8,away,away,West Indies,16,runs,Day,Coca-Cola Cup (Zimbabwe),Corey Collymore,West Indies,Harare Sports Club,India,field first,,Harare,Harare,Zimbabwe,07-07-2001
ODI # 1735,Sri Lanka,New Zealand,220,204,10,9,home,away,Sri Lanka,16,runs,Day and night,Coca-Cola Cup (Sri Lanka),Sanath Jayasuriya,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,,Colombo (RPS),Khettarama,Sri Lanka,18-07-2001
ODI # 1736,New Zealand,India,211,127,8,10,away,away,New Zealand,84,runs,Day and night,Coca-Cola Cup (Sri Lanka),Nathan Astle,New Zealand,"R Premadasa Stadium, Colombo",New Zealand,bat first,,Colombo (RPS),Khettarama,Sri Lanka,20-07-2001
ODI # 1737,Sri Lanka,India,221,215,9,7,home,away,Sri Lanka,6,runs,Day and night,Coca-Cola Cup (Sri Lanka),Suresh Perera,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,,Colombo (RPS),Khettarama,Sri Lanka,22-07-2001
ODI # 1738,New Zealand,Sri Lanka,236,240,8,5,away,home,Sri Lanka,5,wickets,Day,Coca-Cola Cup (Sri Lanka),Russel Arnold,Sri Lanka,"R Premadasa Stadium, Colombo",New Zealand,bat first,9,Colombo (RPS),Khettarama,Sri Lanka,25-07-2001
ODI # 1739,New Zealand,India,200,133,10,10,away,away,New Zealand,67,runs,Day,Coca-Cola Cup (Sri Lanka),Dion Nash,New Zealand,"R Premadasa Stadium, Colombo",India,field first,,Colombo (RPS),Khettarama,Sri Lanka,26-07-2001
ODI # 1740,Sri Lanka,India,183,184,10,3,home,away,India,7,wickets,Day,Coca-Cola Cup (Sri Lanka),VVS Laxman,India,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,26,Colombo (RPS),Khettarama,Sri Lanka,28-07-2001
ODI # 1741,Sri Lanka,New Zealand,221,115,6,9,home,away,Sri Lanka,106,runs,Day,Coca-Cola Cup (Sri Lanka),Chaminda Vaas,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",New Zealand,field first,,Colombo (SSC),Colombo,Sri Lanka,31-07-2001
ODI # 1742,India,Sri Lanka,227,181,8,10,away,home,India,46,runs,Day,Coca-Cola Cup (Sri Lanka),Yuvraj Singh,India,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,field first,,Colombo (SSC),Colombo,Sri Lanka,01-08-2001
ODI # 1743,New Zealand,India,264,267,7,3,away,away,India,7,wickets,Day,Coca-Cola Cup (Sri Lanka),Virender Sehwag,India,"Sinhalese Sports Club Ground, Colombo",New Zealand,bat first,26,Colombo (SSC),Colombo,Sri Lanka,02-08-2001
ODI # 1744,Sri Lanka,India,295,174,5,10,home,away,Sri Lanka,121,runs,Day and night,Coca-Cola Cup (Sri Lanka),Russel Arnold,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,,Colombo (RPS),Khettarama,Sri Lanka,05-08-2001
ODI # 1745,West Indies,Kenya,311,205,4,10,away,home,West Indies,106,runs,Day,West Indies tour of Kenya,Chris Gayle,West Indies,"Simba Union Ground, Nairobi",Kenya,field first,,Nairobi,Nairobi,Kenya,15-08-2001
ODI # 1746,Kenya,West Indies,192,193,10,4,home,away,West Indies,6,wickets,Day,West Indies tour of Kenya,Shivnarine Chanderpaul,West Indies,"Gymkhana Club Ground, Nairobi",Kenya,bat first,25,Nairobi (Gym),Nairobi,Kenya,18-08-2001
ODI # 1747,Kenya,West Indies,232,234,7,3,home,away,West Indies,7,wickets,Day,West Indies tour of Kenya,Steve Tikolo,Kenya,"Gymkhana Club Ground, Nairobi",Kenya,bat first,17,Nairobi (Gym),Nairobi,Kenya,19-08-2001
ODI # 1748,South Africa,Zimbabwe,363,210,3,5,away,home,South Africa,153,runs,Day,South Africa tour of Zimbabwe,Herschelle Gibbs,South Africa,"Queens Sports Club, Bulawayo",South Africa,bat first,,Bulawayo,Bulawayo,Zimbabwe,23-09-2001
ODI # 1749,South Africa,Zimbabwe,272,124,7,10,away,home,South Africa,148,runs,Day,South Africa tour of Zimbabwe,Jonty Rhodes,South Africa,Harare Sports Club,South Africa,bat first,,Harare,Harare,Zimbabwe,29-09-2001
ODI # 1750,Zimbabwe,South Africa,184,188,6,4,home,away,South Africa,6,wickets,Day,South Africa tour of Zimbabwe,Neil McKenzie,South Africa,Harare Sports Club,Zimbabwe,bat first,54,Harare,Harare,Zimbabwe,30-09-2001
ODI # 1751,Zimbabwe,England,206,210,10,5,home,away,England,5,wickets,Day,England tour of Zimbabwe,Jeremy Snape,England,Harare Sports Club,Zimbabwe,bat first,20,Harare,Harare,Zimbabwe,03-10-2001
ODI # 1752,India,South Africa,279,280,5,4,away,home,South Africa,6,wickets,Day and night,Standard Bank Triangular Tournament,Gary Kirsten,South Africa,"New Wanderers Stadium, Johannesburg",South Africa,field first,10,Johannesburg,Johannesburg,South Africa,05-10-2001
ODI # 1753,Zimbabwe,England,195,196,10,2,home,away,England,8,wickets,Day,England tour of Zimbabwe,Matthew Hoggard,England,Harare Sports Club,Zimbabwe,bat first,75,Harare,Harare,Zimbabwe,06-10-2001
ODI # 1754,Zimbabwe,England,261,265,8,6,home,away,England,4,wickets,Day,England tour of Zimbabwe,Andy Flower,Zimbabwe,Harare Sports Club,Zimbabwe,bat first,15,Harare,Harare,Zimbabwe,07-10-2001
ODI # 1755,Kenya,South Africa,159,160,7,3,away,home,South Africa,7,wickets,Day,Standard Bank Triangular Tournament,Shaun Pollock,South Africa,"Willowmoore Park, Benoni",Kenya,bat first,98,Benoni,Benoni,South Africa,07-10-2001
ODI # 1756,England,Zimbabwe,280,210,9,10,away,home,England,70,runs,Day,England tour of Zimbabwe,Paul Collingwood,England,"Queens Sports Club, Bulawayo",England,bat first,,Bulawayo,Bulawayo,Zimbabwe,10-10-2001
ODI # 1757,India,South Africa,233,192,10,10,away,home,India,41,runs,Day and night,Standard Bank Triangular Tournament,Harbhajan Singh,India,"SuperSport Park, Centurion",India,bat first,,Centurion,Centurion,South Africa,10-10-2001
ODI # 1758,Kenya,India,90,91,10,0,away,away,India,10,wickets,Day and night,Standard Bank Triangular Tournament,Ajit Agarkar,India,"Goodyear Park, Bloemfontein",Kenya,bat first,231,Bloemfontein,Bloemfontein,South Africa,12-10-2001
ODI # 1759,Zimbabwe,England,228,229,10,3,home,away,England,7,wickets,Day,England tour of Zimbabwe,Nick Knight,England,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,38,Bulawayo,Bulawayo,Zimbabwe,13-10-2001
ODI # 1760,Kenya,South Africa,229,230,7,1,away,home,South Africa,9,wickets,Day,Standard Bank Triangular Tournament,Herschelle Gibbs,South Africa,"De Beers Diamond Oval, Kimberley",Kenya,bat first,53,Kimberley,Kimberley,South Africa,14-10-2001
ODI # 1761,Kenya,India,246,176,6,10,away,away,Kenya,70,runs,Day and night,Standard Bank Triangular Tournament,Joseph Angara,Kenya,"Crusaders Ground, St George's Park, Port Elizabeth",Kenya,bat first,,Port Elizabeth,Port Elizabeth,South Africa,17-10-2001
ODI # 1762,South Africa,India,282,236,4,10,home,away,South Africa,46,runs,Day and night,Standard Bank Triangular Tournament,Sourav Ganguly,India,"Buffalo Park, East London",South Africa,bat first,,East London,East London,South Africa,19-10-2001
ODI # 1763,South Africa,Kenya,354,146,3,10,home,away,South Africa,208,runs,Day and night,Standard Bank Triangular Tournament,Neil McKenzie,South Africa,"Newlands, Cape Town",South Africa,bat first,,Cape Town,Cape Town,South Africa,22-10-2001
ODI # 1764,India,Kenya,351,165,3,5,away,away,India,186,runs,Day and night,Standard Bank Triangular Tournament,Sachin Tendulkar,India,"Boland Bank Park, Paarl",India,bat first,,Paarl,Paarl,South Africa,24-10-2001
ODI # 1765,Sri Lanka,Zimbabwe,256,193,6,10,away,away,Sri Lanka,63,runs,Day and night,Khaleej Times Trophy,Charitha Buddhika,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,,Sharjah,Sharjah,United Arab Emirates,26-10-2001
ODI # 1766,India,South Africa,183,187,10,4,away,home,South Africa,6,wickets,Day and night,Standard Bank Triangular Tournament,Shaun Pollock,South Africa,"Kingsmead, Durban",South Africa,field first,47,Durban,Durban,South Africa,26-10-2001
ODI # 1767,Pakistan,Sri Lanka,176,177,10,3,away,away,Sri Lanka,7,wickets,Day and night,Khaleej Times Trophy,Avishka Gunawardene,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,bat first,71,Sharjah,Sharjah,United Arab Emirates,27-10-2001
ODI # 1768,Pakistan,Zimbabwe,279,173,6,10,away,away,Pakistan,106,runs,Day and night,Khaleej Times Trophy,Shahid Afridi,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,,Sharjah,Sharjah,United Arab Emirates,28-10-2001
ODI # 1769,Sri Lanka,Zimbabwe,250,171,10,8,away,away,Sri Lanka,79,runs,Day and night,Khaleej Times Trophy,Mahela Jayawardene,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,,Sharjah,Sharjah,United Arab Emirates,30-10-2001
ODI # 1770,Pakistan,Zimbabwe,261,232,9,10,away,away,Pakistan,29,runs,Day and night,Khaleej Times Trophy,Grant Flower,Zimbabwe,Sharjah Cricket Association Stadium,Pakistan,bat first,,Sharjah,Sharjah,United Arab Emirates,31-10-2001
ODI # 1771,Sri Lanka,Pakistan,272,273,9,3,away,away,Pakistan,7,wickets,Day and night,Khaleej Times Trophy,Naved Latif,Pakistan,Sharjah Cricket Association Stadium,Sri Lanka,bat first,4,Sharjah,Sharjah,United Arab Emirates,02-11-2001
ODI # 1772,Sri Lanka,Pakistan,173,177,10,5,away,away,Pakistan,5,wickets,Day and night,Khaleej Times Trophy,Waqar Younis,Pakistan,Sharjah Cricket Association Stadium,Sri Lanka,bat first,38,Sharjah,Sharjah,United Arab Emirates,04-11-2001
ODI # 1773,Bangladesh,Zimbabwe,156,161,10,5,home,away,Zimbabwe,5,wickets,Day,Zimbabwe tour of Bangladesh,Craig Wishart,Zimbabwe,Chittagong Stadium,Zimbabwe,field first,46,Chattogram,Chattogram,Bangladesh,23-11-2001
ODI # 1774,Zimbabwe,Bangladesh,309,267,6,9,away,home,Zimbabwe,42,runs,Day and night,Zimbabwe tour of Bangladesh,Dion Ebrahim,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Zimbabwe,bat first,,Dhaka,Dhaka,Bangladesh,25-11-2001
ODI # 1775,Bangladesh,Zimbabwe,215,219,10,3,home,away,Zimbabwe,7,wickets,Day and night,Zimbabwe tour of Bangladesh,Dion Ebrahim,Zimbabwe,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,5,Dhaka,Dhaka,Bangladesh,26-11-2001
ODI # 1776,Zimbabwe,Sri Lanka,38,40,10,1,away,home,Sri Lanka,9,wickets,Day,LG Abans Triangular Series,Chaminda Vaas,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Sri Lanka,field first,274,Colombo (SSC),Colombo,Sri Lanka,08-12-2001
ODI # 1777,West Indies,Zimbabwe,173,175,10,6,away,away,Zimbabwe,4,wickets,Day,LG Abans Triangular Series,Stuart Carlisle,Zimbabwe,"Sinhalese Sports Club Ground, Colombo",Zimbabwe,field first,11,Colombo (SSC),Colombo,Sri Lanka,09-12-2001
ODI # 1778,West Indies,Sri Lanka,250,201,8,10,away,home,West Indies,49,runs,Day and night,LG Abans Triangular Series,Corey Collymore,West Indies,"R Premadasa Stadium, Colombo",West Indies,bat first,,Colombo (RPS),Khettarama,Sri Lanka,11-12-2001
ODI # 1779,Sri Lanka,Zimbabwe,272,213,7,10,home,away,Sri Lanka,59,runs,Day and night,LG Abans Triangular Series,Mahela Jayawardene,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,bat first,,Colombo (RPS),Khettarama,Sri Lanka,12-12-2001
ODI # 1780,West Indies,Sri Lanka,235,239,10,2,away,home,Sri Lanka,8,wickets,Day,LG Abans Triangular Series,Mahela Jayawardene,Sri Lanka,"Asgiriya Stadium, Kandy",Sri Lanka,field first,41,Kandy,Kandy,Sri Lanka,15-12-2001
ODI # 1781,Zimbabwe,West Indies,154,155,10,2,away,away,West Indies,8,wickets,Day,LG Abans Triangular Series,Chris Gayle,West Indies,"Asgiriya Stadium, Kandy",West Indies,field first,96,Kandy,Kandy,Sri Lanka,16-12-2001
ODI # 1783,New Zealand,Australia,199,176,8,10,away,home,New Zealand,23,runs,Day and night,VB Series,Chris Harris,New Zealand,Melbourne Cricket Ground,Australia,field first,,Melbourne,Jolimont,Australia,11-01-2002
ODI # 1784,Australia,South Africa,198,199,10,6,home,away,South Africa,4,wickets,Day and night,VB Series,Shaun Pollock,South Africa,Melbourne Cricket Ground,Australia,bat first,9,Melbourne,Jolimont,Australia,13-01-2002
ODI # 1785,South Africa,New Zealand,257,231,7,9,away,away,South Africa,26,runs,Day,VB Series,Gary Kirsten,South Africa,"Bellerive Oval, Hobart",South Africa,bat first,,Hobart,Bellerive,Australia,15-01-2002
ODI # 1786,New Zealand,Australia,235,212,9,10,away,home,New Zealand,23,runs,Day and night,VB Series,Chris Harris,New Zealand,Sydney Cricket Ground,New Zealand,bat first,,Sydney,Moore Park,Australia,17-01-2002
ODI # 1787,South Africa,New Zealand,241,244,10,6,away,away,New Zealand,4,wickets,Day and night,VB Series,Chris Cairns,New Zealand,"Brisbane Cricket Ground, Woolloongabba, Brisbane",South Africa,bat first,5,Brisbane,Woolloongabba,Australia,19-01-2002
ODI # 1788,India,England,281,259,8,10,home,away,India,22,runs,Day and night,England tour of India,Marcus Trescothick,England,"Eden Gardens, Kolkata",India,bat first,,Kolkata,Kolkata,India,19-01-2002
ODI # 1789,Australia,South Africa,241,214,4,10,home,away,Australia,27,runs,Day and night,VB Series,Damien Martyn,Australia,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,bat first,,Brisbane,Woolloongabba,Australia,20-01-2002
ODI # 1790,Pakistan,Bangladesh,202,153,10,7,away,home,Pakistan,49,runs,Day,Pakistan tour of Bangladesh,Rashid Latif,Pakistan,Chittagong Stadium,Pakistan,bat first,,Chattogram,Chattogram,Bangladesh,22-01-2002
ODI # 1791,South Africa,Australia,106,107,10,2,away,home,Australia,8,wickets,Day and night,VB Series,Andy Bichel,Australia,Sydney Cricket Ground,South Africa,bat first,188,Sydney,Moore Park,Australia,22-01-2002
ODI # 1792,England,India,250,234,7,10,away,home,England,16,runs,Day,England tour of India,Paul Collingwood,England,"Barabati Stadium, Cuttack",India,field first,,Cuttack,Cuttack,India,22-01-2002
ODI # 1793,Pakistan,Bangladesh,281,209,5,8,away,home,Pakistan,72,runs,Day and night,Pakistan tour of Bangladesh,Mohammad Yousuf,Pakistan,"Bangabandhu National Stadium, Dhaka",Pakistan,bat first,,Dhaka,Dhaka,Bangladesh,24-01-2002
ODI # 1794,Bangladesh,Pakistan,220,221,10,2,home,away,Pakistan,8,wickets,Day and night,Pakistan tour of Bangladesh,Shahid Afridi,Pakistan,"Bangabandhu National Stadium, Dhaka",Bangladesh,bat first,81,Dhaka,Dhaka,Bangladesh,25-01-2002
ODI # 1795,England,India,217,221,10,6,away,home,India,4,wickets,Day and night,England tour of India,Sachin Tendulkar,India,"MA Chidambaram Stadium, Chepauk, Chennai",England,bat first,20,Chennai,Chepauk,India,25-01-2002
